V 0.0.0.1 - VARIABLES,COMMENTS,br,de,en,eo,fr,hu,id,it,ja,lt,lv,nb,nl,pl,ro,ru,sk,sl,sv,tr,uk,zh
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ALBANIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : sq) is Albanian,Albaneg,Albanisch,Albanian,Albana,Albanais,,,,アルバニア語,Albanų kalba,Albāņu valoda,,Albanees,,,Албанский,,,Albanska,Arnavutça,Албанська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__AMHARIC,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : am) is Amharic,Amhareg,Amharisch,Amharic,Amhara,Amharique,,,,アムハラ語,Amherų kalba,Amharu valoda,,Amhaars,,,Амхарский,,,Amhariska,Amhara Dili,Амхара,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ARABIC,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ar) is Arabic,Arabeg,Arabisch,Arabic,Araba,Arabe,,,,アラビア語,Arabų kalba,Arābu valoda,,Arabisch,,,Арабский,,,Arabiska,Arapça,Арабська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ARAGONESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : an) is Aragonese,Aragoneg,Aragonesisch,Aragonese,Aragona,Aragonais,,,,アラゴン語,Aragoniečių kalba,Aragoniešu valoda,,Aragonees,,,Арагонский,,,Aragonska,Aragonca,Арагонська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ARMENIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : hy) is Armenian,Armenieg,Armenisch,Armenian,Armena,Arménien,,,,アルメニア語,Armėnų kalba,Armēņu valoda,,Armeens,,,Армянский,,,Armeniska,Ermenice,Вірменська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ASSAMESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : as) is Assamese,Asameg,Assamesisch,Assamese,Asama,Assamais,,,,アッサム語,Asamų kalba,Asamiešu valoda,,Assamees,,,Ассамский,,,Assamesiska,Assam Dili,Ассамська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__AVARIC,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : av) is Avaric,Avareg,Avarisch,Avaric,Avara,Avar,,,,アヴァル語,Avarų kalba,Avāru valoda,,Avaars,,,Аварский,,,Avariska,Avarca,Аварська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__AVESTAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ae) is Avestan,Avesteg,Avestisch,Avestan,Avesta,Avestique,,,,アヴェスター語,Avestos kalba,Avesta,,Avestisch,,,Авестийский,,,Avestiska,Avestique,Авестійська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__AYMARA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ay) is Aymara,Aymareg,Aymara,Aymara,Ajmara,Aymara,,,,アイマラ語,Aimarų kalba,Aimaru valoda,,Aymara,,,Аймара,,,Aymara,Aymara Dili,Аймара,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__AZERBAIJANI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : az) is Azerbaijani,Azeri,Aserbaidschanisch,Azerbaijani,Azerbajĝana,Azéri,,,,アゼルバイジャン語,Azerbaidžaniečių kalba,Azerbaidžāņu valoda,,Azerbeidzjaans,,,Азербайджанский,,,Azerbajdzjanska,Azerice,Азербайджанська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__BAMBARA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : bm) is Bambara,Bambareg,Bambara,Bambara,Bambara,Bambara,,,,バンバラ語,Bambarų kalba,Bambaru valoda,,Bambara,,,Бамана,,,Bambara,Bambara Dili,Бамбара,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__BASHKIR,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ba) is Bashkir,Bachkireg,Baschkirisch,Bashkir,Baŝkira,Bachkir,,,,バシキール語,Baškirų kalba,Baškīru valoda,,Basjkiers,,,Башкирский,,,Basjkiriska,Başkurtça,Башкирська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__BASQUE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : eu) is Basque,Euskareg,Baskisch,Basque,Eŭska,Basque,,,,バスク語,Baskų kalba,Basku valoda,,Baskisch,,,Баскский,,,Baskiska,Baskça,Баскська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__BELARUSIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : be) is Belarusian,Belaruseg,Belarussisch,Belarusian,Belorusa,Biélorusse,,,,ベラルーシ語,Baltarusių kalba,Baltkrievu valoda,,Belarussisch,,,Белорусский,,,Belarusiska,Beyaz Rusça,Білоруська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__BENGALI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : bn) is Bengali,Banglaeg,Bengalisch,Bengali,Bengala,Bengali,,,,ベンガル語,Bengalų kalba,Bengāļu valoda,,Bengaals,,,Бенгальский,,,Bengali,Bengal Dili,Бенгальська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__BIHARI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : bh) is Bihari,Bihareg,Bihari,Bihari,Bihara,Bihari,,,,ビハール語,Biharų kalba,Bihāri valodas,,Bihari,,,Бихарские,,,Bihari,Biharice,Біхарі,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__BISLAMA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : bi) is Bislama,Bislamaeg,Bislama,Bislama,Bislama,Bichelamar,,,,ビスラマ語,Bislama,Bislama,,Bislama,,,Бислама,,,Bislama,Papua Yeni Ginece,Біслама,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__BOSNIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : bs) is Bosnian,Bosnieg,Bosnisch,Bosnian,Bosna,Bosniaque,,,,ボスニア語,Bosnių kalba,Bosniešu valoda,,Bosnisch,,,Боснийский,,,Bosniska,Boşnakça,Боснійська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__BRETON,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : br) is Breton,Brezhoneg,Bretonisch,Breton,Bretona,Breton,,,,ブルトン語,Bretonų kalba,Bretoņu valoda,,Bretons,,,Бретонский,,,Bretonska,Bretonca,Бретонська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__BULGARIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : bg) is Bulgarian,Bulgareg,Bulgarisch,Bulgarian,Bulgara,Bulgare,,,,ブルガリア語,Bulgarų kalba,Bulgāru valoda,,Bulgaars,,,Болгарский,,,Bulgariska,Bulgarca,Болгарська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__BURMESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : my) is Burmese,Burmeg,Birmanisch,Burmese,Birma,Birman,,,,ビルマ語,Mjanmų kalba,Birmiešu valoda,,Birmaans,,,Бирманский,,,Burmesiska,Birmanca,Бірманська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__CATALAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ca) is Catalan,Katalaneg,Katalanisch,Catalan,Kataluna,Catalan,,,,カタルーニャ語,Katalonų kalba,Katalāņu valoda,,Catalaans,,,Каталанский,,,Katalanska,Katalanca,Каталонська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__CHAMORRO,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ch) is Chamorro,Tchamoroueg,Chamorro,Chamorro,Ĉamora lingvo,Chamorro,,,,チャモロ語,Čamorų kalba,Čamorru valoda,,Chamorro,,,Чаморро,,,Chamorro,Çamorro dili,Чаморро,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__CHECHEN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ce) is Chechen,Tchetcheneg,Tschetschenisch,Chechen,Ĉeĉena,Tchétchène,,,,チェチェン語,Čečėnų kalba,Čečenu valoda,,Tsjetsjeens,,,Чеченский,,,Tjetjenska,Çeçence,Чеченська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__CHICHEWA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ny) is Chichewa,Thitcheweg,Chichewa,Chichewa,Njanĝa,Chichewa,,,,チェワ語,Čičevų kalba,Čičeva,,Nyanja,,,Ньянджа,,,Chichewa,Çevaca,Ньянджа,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__CHINESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : zh) is Chinese,Sinaeg,Chinesisch,Chinese,Ĉina,Chinois,,,,中国語,Kinų kalba,Ķīniešu valoda,,Chinees,,,Китайский,,,Kinesiska,Çince,Китайська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__CHUVASH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : cv) is Chuvash,Tchouvacheg,Tschuwaschisch,Chuvash,Ĉuvaŝa,Tchouvache,,,,チュヴァシ語,Čiuvašų kalba,Čuvašu valoda,,Tsjoevasjisch,,,Чувашский,,,Tjuvasjiska,Çuvaşça,Чуваська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__CORNISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : kw) is Cornish,Kerneveureg,Kornisch,Cornish,Kornvala,Cornique,,,,コーンウォール語,Kornų kalba,Korniešu valoda,,Cornisch,,,Корнский,,,Korniska,Kernevekçe,Корнська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__CORSICAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : co) is Corsican,Korseg,Korsisch,Corsican,Korsika,Corse,,,,コルシカ語,Korsikiečių kalba,Korsikāņu valoda,,Corsicaans,,,Корсиканский,,,Korsikanska,Korsika Dili,Корсиканська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__CREE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : cr) is Cree,Kreeg,Cree,Cree,Kria,Cri,,,,クリー語,Kri kalba,Krī valoda,,Cree,,,Кри,,,Cree,Krice,Мова крі,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__CROATIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : hr) is Croatian,Kroateg,Kroatisch,Croatian,Kroata,Croate,,,,クロアチア語,Kroatų kalba,Horvātu valoda,,Kroatisch,,,Хорватский,,,Kroatiska,Hırvatça,Хорватська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__CZECH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : cs) is Czech,Tchekeg,Tschechisch,Czech,Ĉeĥa,Tchèque,,,,チェコ語,Čekų kalba,Čehu valoda,,Tsjechisch,,,Чешский,,,Tjeckiska,Çekçe,Чеська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__DANISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : da) is Danish,Daneg,Dänisch,Danish,Dana,Danois,,,,デンマーク語,Danų kalba,Dāņu valoda,,Deens,,,Датский,,,Danska,Danca,Данська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__DIVEHI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : dv) is Divehi,Diheveg,Dhivehi,Divehi,Diveha,Maldivien,,,,ディベヒ語,Maldyviečių kalba,Maldīviešu valoda,,Divehi,,,Дивехи,,,Divehi,Maldivce,Дівехі,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__DUTCH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : nl) is Dutch,Izelvroeg,Niederländisch,Dutch,Nederlanda,Néerlandais,,,,オランダ語,Olandų kalba,Nīderlandiešu valoda,,Nederlands,,,Нидерландский,,,Nederländska,Flemenkçe,Нідерландська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__DZONGKA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : dz) is Dzongkha,Dzonghka,Dzongkha,Dzongkha,Dzonka,Dzongkha,,,,ゾンカ語,Botijų kalba,Dzongke,,Dzongkha,,,Дзонг-кэ,,,Dzongkha,Dzongka,Дзонґ-ке,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ENGLISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : en) is English,Saozneg,Englisch,English,Angla,Anglais,,,,英語,Anglų kalba,Angļu valoda,,Engels,,,Английский,,,Engelska,İngilizce,Англійська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ESPERANTO,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : eo) is Esperanto,Esperanteg,Esperanto,Esperanto,Esperanta,Espéranto,,,,エスペラント,Esperanto,Esperanto,,Esperanto,,,Эсперанто,,,Esperanto,Esperanto Dili,Есперанто,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ESTONIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : et) is Estonian,Estoneg,Estnisch,Estonian,Estona,Estonien,,,,エストニア語,Estų kalba,Igauņu valoda,,Estisch,,,Эстонский,,,Estniska,Estonca,Естонська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__EWE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ee) is Ewe,Eweeg,Ewe,Ewe,Evea,Ewe,,,,エウェ語,Eve kalba,Evu valoda,,Ewe,,,Эве,,,Ewe,Ewece,Еве,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__FAROESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : fo) is Faroese,Faroeg,Färöisch,Faroese,Feroa,Féroïen,,,,フェロー語,Farerų kalba,Fēriešu valoda,,Faeröers,,,Фарерский,,,Färöiska,Faroece,Фарерська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__FIJIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : fj) is Fijian,Fidjieg,Fidschi,Fijian,Fiĝia,Fidjien,,,,フィジー語,Fidžių kalba,Fidžiešu valoda,,Fijisch,,,Фиджийский,,,Fijianska,Fijice,Фіджі,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__FINNISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : fi) is Finnish,Finneg,Finnisch,Finnish,Finna,Finlandais,,,,フィンランド語,Suomių kalba,Somu valoda,,Fins,,,Финский,,,Finska,Fince,Фінська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__FRENCH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : fr) is French,Galleg,Französisch,French,Franca,Français,,,,フランス語,Prancūzų kalba,Franču valoda,,Frans,,,Французский,,,Franska,Fransızca,Французька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__FULAH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ff) is Fulah,Fouleg,Fulfulde,Fulah,Fulana,Peul,,,,フラニ語,Fulų kalba,Fulu valoda,,Fula,,,Фула,,,Fula,Fulanice,Фула,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__GALICIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : gl) is Galician,Galizeg,Galicisch,Galician,Galega,Galicien,,,,ガリシア語,Galisų kalba,Galisiešu valoda,,Galicisch,,,Галисийский,,,Galiciska,Galiçya Dili,Галісійська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__GANDA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : lg) is Ganda,Ganda,Luganda,Ganda,Ganda,Ganda,,,,ルガンダ語,Lugandų kalba,Gandu valoda,,Luganda,,,Луганда,,,Luganda,Luganda dili,Луганда,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__GEORGIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ka) is Georgian,Jorjieg,Georgisch,Georgian,Kartvela,Géorgien,,,,グルジア語,Gruzinų kalba,Gruzīnu valoda,,Georgisch,,,Грузинский,,,Georgiska,Gürcüce,Грузинська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__GERMAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : de) is German,Alamaneg,Deutsch,German,Germana,Allemand,,,,ドイツ語,Vokiečių kalba,Vācu valoda,,Duits,,,Немецкий,,,Tyska,Almanca,Німецька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__GREEK,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : el) is Greek,Gresianeg,Griechisch,Greek,Greka,Grec,,,,ギリシア語,Graikų kalba,Grieķu valoda,,Grieks,,,Греческий,,,Grekiska,Yunanca,Грецька,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__GREENLANDIC,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : kl) is Greenlandic,Kalaallisut,Grönländisch,Greenlandic,Groenlanda,Groenlandais,,,,グリーンランド語,Grenlandų kalba,Grenlandiešu valoda,,Groenlands,,,Гренландский,,,Grönländska,Grönlandca,Гренландська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__GUARANI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : gn) is Guarani,Gwaranieg,Guaraní,Guarani,Gvarania,Guarani,,,,グアラニー語,Gvaranių kalba,Gvaranu valoda,,Guaraní,,,Гуарани,,,Guarani,Guarani Dili,Гуарані,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__GUJARATI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : gu) is Gujarati,Goudjarateg,Gujarati,Gujarati,Guĝarata,Gujarati,,,,グジャラート語,Gudžaratų kalba,Gudžaratu valoda,,Gujarati,,,Гуджарати,,,Gujarati,Gucerat Dili,Гуджараті,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__HAITIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ht) is Haitian,Kreol Haiti,Haitianisch,Haitian,Haitia,Créole haïtien,,,,ハイチ語,Haičio kreolų kalba,Haitiešu valoda,,Haïtiaans-Creools,,,Гаитянский креольский,,,Haitiska,Haiti Dili,Гаїтянська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__HAUSA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ha) is Hausa,Haousaeg,Hausa,Hausa,Haŭsa,Haoussa,,,,ハウサ語,Hausų kalba,Hausu valoda,,Hausa,,,Хауса,,,Hausa,Hausa Dili,Хауса,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__HEBREW,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : he) is Hebrew,Hebraeg,Hebräisch,Hebrew,Hebrea,Hébreu,,,,ヘブライ語,Hebrajų kalba,Ivrits,,Hebreeuws,,,Иврит,,,Hebreiska,İbranice,Іврит,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__HERERO,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : hz) is Herero,Hereroeg,Otjiherero,Herero,Herera,Héréro,,,,ヘレロ語,Herero kalba,Hereru valoda,,Herero,,,Гереро,,,Herero,Hereroca,Гереро,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__HINDI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : hi) is Hindi,Hindeg,Hindi,Hindi,Hindia,Hindi,,,,ヒンディー語,Hindi,Hindi,,Hindi,,,Хинди,,,Hindi,Hintçe,Гінді,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__HIRI_MOTU,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ho) is Hiri Motu,Hirimotoueg,Hiri Motu,Hiri Motu,Hirimotua,Hiri motu,,,,ヒリモツ語,Hiri Motu,Hirimotu valoda,,Hiri Motu,,,Хири-моту,,,Hirimotu,Hiri Motu,Гірі-моту,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__HUNGARIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : hu) is Hungarian,Hungareg,Ungarisch,Hungarian,Hungara,Hongrois,,,,ハンガリー語,Vengrų kalba,Ungāru valoda,,Hongaars,,,Венгерский,,,Ungerska,Macarca,Угорська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ICELANDIC,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : is) is Icelandic,Islandeg,Isländisch,Icelandic,Islanda,Islandais,,,,アイスランド語,Islandų kalba,Islandiešu valoda,,Ijslands,,,Исландский,,,Isländska,İzlandaca,Ісландська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__IDO,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : io) is Ido,Idoeg,Ido,Ido,Ida,Ido,,,,イド語,Ido,Ido,,Ido,,,Идо,,,Ido,İdo Dili,Ідо,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__IGBO,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ig) is Igbo,Igboeg,Igbo,Igbo,Igba,Igbo,,,,イボ語,Igbų kalba,Igbo valoda,,Igbo,,,Игбо,,,Igbo,İgbo dili,Ігбо,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__INDONESIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : id) is Indonesian,Indonezeg,Indonesisch,Indonesian,Indonezia,Indonésien,,,,インドネシア語,Indoneziečių kalba,Indonēziešu valoda,,Indonesisch,,,Индонезийский,,,Indonesiska,Endonezya Dili,Індонезійська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__INTERLINGUA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ia) is Interlingua,Interlingua,Interlingua,Interlingua,Interlingvaa,Interlingua,,,,インターリングア,Interlingua,Interlingva,,Interlingua,,,Интерлингва,,,Interlingua,Uluslararası Dil,Інтерлінгва,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__INTERLINGUE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ie) is Interlingue,Interlingue,Interlingue,Interlingue,Interlingvea,Occidental,,,,インターリングア,Interlingue,Interlingve,,Interlingue,,,Окциденталь,,,Interlingue,Evrensel Dil,Окциденталь,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__INUKTITUT,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : iu) is Inuktitut,Inuktitut,Inuktitut,Inuktitut,Inuktituta,Inuktitut,,,,イヌクティトゥット語,Inuktitutas,Inuītu valoda,,Inuktitut,,,Инуктитут,,,Inuktitut,Inuktitut Dili,Інуктітут,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__INUPIAQ,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ik) is Inupiaq,Inupiaq,Inupiaq,Inupiaq,Inuka,Inupiak,,,,イヌピアック語,Inupiakų kalba,Inupiaku valoda,,Inupiak,,,Аляскинско-инуитский,,,Iñupiaq,İnupiakça,Інупіак,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__IRISH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ga) is Irish,Iwerzhoneg,Irisch,Irish,Irlanda,Irlandais,,,,アイルランド語,Airių kalba,Īru valoda,,Iers,,,Ирландский,,,Iriska,İrlanda Dili,Ірландська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__ITALIAN,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : it) is Italian,Italianeg,Italienisch,Italian,Itala,Italien,,,Italiano,イタリア語,Italų kalba,Itāļu valoda,,Italiaans,,,Итальянский,,,Italienska,İtalyanca,Італійська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__JAPANESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ja) is Japanese,Japaneg,Japanisch,Japanese,Japana,Japonais,,,Giapponese,日本語,Japonų kalba,Japāņu valoda,,Japans,,,Японский,,,Japanska,Japonca,Японська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__JAVANESE,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : jv) is Javanese,Javaeg,Javanisch,Javanese,Java,Javanais,,,,ジャワ語,Javiečių kalba,Javiešu valoda,,Javaans,,,Яванский,,,Javanesiska,Cava Dili,Яванська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KANNADA,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : kn) is Kannada,Kannadeg,Kannada,Kannada,Kanara,Kannada,,,,カンナダ語,Kanadų kalba,Kannadu valoda,,Kannada,,,Каннада,,,Kannada,Kannada Dili,Каннада,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KANURI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : kr) is Kanuri,Kanuri,Kanuri,Kanuri,Kanura,Kanouri,,,,カヌリ語,Kanurių kalba,Kanuru valoda,,Kanuri,,,Канури,,,Kanuri,Kanurice,Канурі,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KASHMIRI,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : ks) is Kashmiri,Kachmireg,Kashmiri,Kashmiri,Kaŝmira,Cachemiri,,,,カシミール語,Kašmyriečių kalba,Kašmiriešu valoda,,Kasjmiri,,,Кашмирский,,,Kashmiri,Keşmirce,Кашмір,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KAZAKH,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : kk) is Kazakh,Kazac'heg,Kasachisch,Kazakh,Kazaĥa,Kazakh,,,,カザフ語,Kazachų kalba,Kazahu valoda,,Kazachs,,,Казахский,,,Kazakiska,Kazakça,Казахська,
__BU_MAIN_LOCALE_LIB__MSG__PrintLanguageName__CURR_LANG__KHMER,This variable stores the message informing the framework that the language currently in use (ISO 639-1 code : km) is Khmer,Khmer,Khmer,Khmer,Kmera,Khmer,,,,クメール語,Kmerų kalba,Khmeru valoda,,Khmer,,,Кхмерский,,,Khmer,Kamboçya Dili,Кхмерська,
